AC_NUM, ACID, TRACK_CNT, ST_TIME, END_TIME, ORIG_ST_TIME, ORIG_END_TIME, MAX_X, MIN_X, MAX_Y, MIN_Y, MAX_Z, MIN_Z, AC_EQUIP, AC_TYPE, DEST_FIX, FLIGHT_TYPE, ORIGIN_FIX, GAP_VALUE, MAX_X_SMO, MIN_X_SMO, MAX_Y_SMO, MIN_Y_SMO, MAX_Z_SMO, MIN_Z_SMO, TOD_TIME, TOC_TIME, TOC_ALT, END_CENTER, START_CENTER, END_CENTER_TIME, START_CENTER_TIME, LOW_Z, HIGH_Z, LOW_TIME, HIGH_TIME, BETWEEN_TIME, AVG_CLIMB, LOW_GROUND_SPEED_SMO, HIGH_GROUND_SPEED_SMO
576,BBJ3418_13W,372,54770,58480,54766,58488,397.815,36.4,630.069,497.767,34000,4946, L,MD82, DFW, OVR, EWR,0,397.296,37.107,629.852,497.979,34000,5518,-1,55740,32000, n/a, ZNY,57510,56150,4946,16900,54770,55030,260,0.23461538461538461,241,302
578,BBJ3423_893,471,61870,66710,61861,66716,414.324,75.2,627.654,257.25,32000,2407, L,B738, MMUN, UNK, JFK,0,414.014,75.623,627.421,258.128,31954,2586,-1,62740,30000, n/a, ZNY,65520,63170,2407,11000,61870,62110,240,0.45416666666666666,181,290
583,BBJ3462_713,356,47640,51190,47634,51194,396.038,37.97,665.192,498.292,36000,31438, L,B738, DFW, OVR, BDL,0,395.406,38.832,664.479,498.511,36000,31624,-1,47860,36000, n/a, ZNY,50430,48660,31438,36000,47640,47840,200,0,434,434
584,BBJ3478_266,256,69420,71970,69418,71970,280.986,32.4,542.7,488.3,32000,2616, Z,MD83, DFW, DEP, BWI,0,280.416,33.508,542.64,488.583,32000,3216,-1,70480,32000, n/a, ZDC,71070,69820,2616,27000,69420,70140,720,0.2569444444444444,193,378
587,BBJ3487_75Y,140,68100,69490,68098,69493,177.651,63.908,397.092,339.846,26000,1750, L,B738, ORD, DEP, RDU,0,177.378,64.61,396.42,340.155,26000,1971,-1,68740,26000, n/a, ZDC,68400,68160,1750,26000,68100,68720,620,0.3758064516129032,166,399
589,BBJ3490_347,266,77300,80080,77298,80086,267.5,85.7,518.5,279.95,38000,1833, L,B738, MIA, DEP, DCA,0,267.473,86.101,518.026,280.795,38000,2000,-1,78440,36000, n/a, ZDC,78890,77510,1833,33000,77300,78190,890,0.26179775280898876,179,412
592,BBJ3496_027,448,48870,53340,48867,53347,411.3,71.2,624.975,311.208,32000,1100, L,B738, CLT, OVR, JFK,0,410.976,71.291,624.401,311.533,32000,1202,-1,49960,32000, n/a, ZNY,52140,50140,4925,10975,48870,49000,130,0.3769230769230769,220,269
594,BBJ3602_347,203,67980,70000,67974,70003,238.6,33.225,525.25,488.5,36000,5450, L,B738, DFW, DEP, IAD,0,238.076,34.189,525.059,488.766,36000,5731,-1,69080,35900, n/a, ZDC,69100,67990,5450,16900,67980,68300,320,0.340625,222,331
596,BBJ3608_346,487,51570,56430,51567,56435,433.085,218.053,646.192,144.536,28000,2615, L,B738, PBI, OVR, LGA,0,432.842,218.333,645.834,145.489,28000,3082,-1,52600,28000, n/a, ZNY,55610,52090,2615,8000,51570,51680,110,0.5818181818181818,217,281
600,BBJ362_845,232,45810,48120,45804,48120,267.384,32.3,522.4,488.3,36000,1792, L,B738, DFW, DEP, DCA,0,267.292,33.383,522.36,488.558,36000,1977,-1,46990,36000, n/a, ZDC,47240,45920,1792,17000,45810,46170,360,0.34444444444444444,181,305
602,BBJ3665_454,141,49070,50470,49066,50472,177.31,39.717,349.283,339.9,38000,1733, L,B738, DFW, DEP, RDU,0,176.833,40.72,349.179,340.056,38000,1987,-1,50300,37900, n/a, ZDC,49320,49070,1733,37900,49070,50280,1210,0.16776859504132233,193,396
604,BBJ3678_811,139,2950,4330,2948,4330,179.48,36.3,351.185,343.008,34000,4592, Z,MD83, DFW, DEP, RDU,0,178.818,37.342,351.025,343.123,33998,5137,-1,3870,34000, n/a, ZDC,3210,3010,4592,34000,2950,3870,920,0.1858695652173913,221,392
606,BBJ3682_80Y,444,54400,58960,54393,58961,414.049,68.558,627.566,242.817,38000,2375, L,B738, MMUN, UNK, JFK,0,413.682,69.119,627.349,243.976,38000,2677,-1,55190,28000, n/a, ZNY,57790,55740,2375,10900,54400,54630,230,0.3521739130434783,200,281
608,BBJ368_507,317,900,4060,894,4069,343.802,34.5,582.967,489.277,34000,6000, Z,MD83, DFW, OVR, PHL,0,343.248,35.213,582.687,489.488,34000,6473,-1,1840,34000, n/a, ZNY,3130,1260,6000,10000,900,1000,100,0.25,243,268
609,BBJ368_669,148,84920,86390,84917,86398,349.078,214.133,584.6,546.1,34000,1400, L,MD82, DFW, OVR, PHL,0,348.652,214.876,584.461,546.453,34000,1706,-1,86000,34000, n/a, ZNY,86390,85740,1400,9900,84920,85100,180,0.4666666666666667,144,228
236,ABJ3951_44W,276,74230,76980,74223,76987,267.4,21.938,518.431,378.246,40000,2376, L,B737, IAH, DEP, DCA,0,267.369,22.823,518.11,378.702,40000,2712,-1,75300,40000, n/a, ZDC,75820,74460,2376,40000,74230,75290,1060,0.22830188679245284,150,392
240,ABJ3958_941,404,48200,52230,48194,52239,407.4,135.85,627.365,197.4,32066,2830, L,B752, MCO, OVR, EWR,0,407.211,136.449,626.998,198.07,32027,3172,-1,49410,32000, n/a, ZNY,51580,48630,2830,5900,48200,48290,90,0.4444444444444444,207,247
243,ABJ3965_187,306,81580,84630,81580,84631,345.9,33.3,585.158,496.923,38000,4400, L,B739, IAH, OVR, PHL,0,345.308,34.467,585.023,497.238,38000,4925,-1,82820,38000, n/a, ZNY,83650,82370,4400,9961,81580,81700,120,0.36666666666666664,193,237
245,ABJ3969_040,202,44180,46190,44175,46190,243.976,43.5,526.963,519.9,36000,2230, L,B739, DEN, DEP, IAD,0,243.351,44.533,526.86,520.106,36000,2846,-1,45260,36000, n/a, ZDC,45210,44230,2230,36000,44180,45250,1070,0.18317757009345795,189,385
247,ABJ3978_80A,415,69780,73920,69779,73924,395.947,18.899,627.792,382.1,36000,4430, L,B738, IAH, OVR, EWR,0,395.409,19.721,627.703,382.541,36000,4772,-1,70890,36000, n/a, ZNY,72900,70730,4430,17800,69780,70090,310,0.4290322580645161,186,319
253,ABJ3993_225,362,82780,86390,82775,86398,397.233,43.666,629.969,499.9,40000,4630, L,B737, DFW, OVR, EWR,0,396.72,44.432,629.745,500.093,40000,5128,-1,83590,32000, n/a, ZNY,85550,84160,4630,11000,82780,82890,110,0.509090909090909,193,249
256,ABJ3998_344,483,7270,12090,7266,12097,402.869,214.869,638,146.5,38000,4015, L,B738, PBI, OVR, EWR,0,402.694,215.103,637.709,147.327,38000,4317,-1,8610,38000, n/a, ZNY,10950,7740,4015,17000,7270,7620,350,0.5171428571428571,182,363
257,ABJ39_470,346,54900,58350,54891,58351,398.174,34.408,630.1,499.7,28000,2900, L,B764, PHNL, UNK, EWR,0,397.829,35.469,629.947,499.787,28000,3026,-1,55940,28000, n/a, ZNY,57510,56310,2900,16900,54900,55290,390,0.37948717948717947,201,349
262,ABJ472_304,234,54190,56520,54181,56522,267.475,54.754,558.623,514.062,38000,2200, L,A319, ORD, DEP, DCA,0,267.374,55.521,558.196,514.235,38000,2370,-1,55440,38000, n/a, ZDC,55780,54240,2200,38000,54190,55430,1240,0.20403225806451614,124,377
264,ABJ482_096,210,84070,86160,84070,86162,264.8,52.654,552.377,515.1,38100,4900, L,A319, ORD, DEP, DCA,0,264.15,53.459,551.754,515.228,38050,5217,-1,85370,38000, n/a, ZDC,85340,84320,4900,17000,84070,84420,350,0.41714285714285715,202,348
265,ABJ489_670,227,79000,81260,78991,81269,267.4,56.325,569.3,514.039,36000,2400, L,A319, ORD, DEP, DCA,0,267.347,56.908,568.911,514.243,36000,2582,-1,81130,36000, n/a, ZDC,80480,79320,2400,17000,79000,79390,390,0.4564102564102564,139,317
269,ABJ505_985,210,80860,83090,80858,83099,498.025,242.3,631.725,527.782,35000,1850, L,B772, EDDF, UNK, IAD,0,497.064,242.348,631.446,528.201,35000,2174,-1,82190,35000, n/a, ZDC,82000,81090,1850,10000,80860,81060,200,0.46,185,277
270,ABJ514_648,178,84500,86390,84493,86398,450.933,243.4,617.733,528.632,33096,2892, L,B763, EHAM, UNK, IAD,0,450.007,243.71,617.442,529.091,33032,3298,-1,85550,33000, n/a, ZDC,85550,84780,2892,10000,84500,84650,150,0.4666666666666667,192,262
271,ABJ521_22N,196,81680,83750,81680,83759,447.325,243.439,658.875,527.3,35000,1700, L,B763, LSGG, UNK, IAD,0,446.689,243.492,658.261,527.658,35000,2017,-1,82920,35000, n/a, ZDC,82810,81920,1700,10000,81680,81860,180,0.5833333333333334,174,279
273,ABJ524_679,160,20230,21960,20224,21963,428.775,246.5,645.325,532.75,31000,4150, L,B772, OMDB, UNK, IAD,0,427.781,247.039,644.468,532.94,31000,4428,-1,21490,31000, n/a, ZDC,20750,20510,4150,30983,20230,21470,1240,0.2403225806451613,224,522
276,ABJ530_31Y,56,85840,86390,85838,86399,282.06,240.4,539.1,527.462,21653,1930, L,B772, EGLL, UNK, IAD,0,281.192,240.756,538.809,527.825,21389,2242,-1,86390,21653, n/a, ZDC,86390,86170,1930,10000,85840,86040,200,0.47,180,274
277,ABJ530_42C,97,390,1470,383,1479,446.45,327.879,659.3,546.979,37000,26436, L,B772, EGLL, UNK, IAD,0,445.726,329.485,658.572,548.528,37000,26926,-1,850,37000, n/a, ZDC,650,390,26436,37000,390,840,450,0.11555555555555555,494,546
280,ABJ539_500,194,82110,84170,82103,84170,444.9,243.632,660.9,529.214,35000,3515, L,B763, LFPG, UNK, IAD,0,443.817,243.753,660.033,529.746,35000,3898,-1,83380,33000, n/a, ZDC,83270,82240,3515,10000,82110,82240,130,0.7076923076923077,191,283
283,ABJ552_228,415,51410,55550,51405,55551,397.772,18.885,630.9,386.346,34000,3192, L,A319, IAH, OVR, EWR,0,397.34,19.797,630.694,386.856,34000,3484,-1,52560,34000, n/a, ZNY,54580,52600,3192,15900,51410,51710,300,0.38666666666666666,189,305
285,ABJ564_94V,194,82730,84800,82726,84805,445.583,243.478,659.8,527.6,33000,2266, L,B763, LSZH, UNK, IAD,0,444.889,243.694,658.952,527.974,33000,2503,-1,83820,29000, n/a, ZDC,83780,82850,2266,10000,82730,82950,220,0.5681818181818182,180,305
288,ABJ568_515,180,12700,14630,12692,14632,446.984,247.2,659.6,532.431,35000,3833, L,B772, EDDF, UNK, IAD,0,445.98,247.35,658.645,532.864,35000,4079,-1,14130,35000, n/a, ZDC,13800,13010,3833,10000,12700,12880,180,0.5333333333333333,189,285
289,ABJ581_910,192,11600,13630,11600,13632,449.2,247.434,661.615,528.6,37000,2100, L,B772, EGLL, UNK, IAD,0,448.19,247.649,660.646,529.1,37000,2400,-1,13060,37000, n/a, ZDC,12720,11790,2100,10183,11600,11800,200,0.505,164,265
292,ABJ597_75C,205,83220,85390,83211,85390,497.2,242.7,631,529.275,35000,3325, L,B772, EBBR, UNK, IAD,0,495.783,242.977,630.583,529.61,35000,3509,-1,84540,35000, n/a, ZDC,84240,83390,3325,23000,83220,83850,630,0.4746031746031746,172,471
293,ABJ600_97Y,362,49510,53120,49501,53123,393.677,35.3,630.185,497.4,34100,6525, L,A320, DFW, OVR, EWR,0,393.25,36.201,629.972,497.686,34087,6879,-1,50450,30000, n/a, ZNY,52250,50750,6525,10900,49510,49620,110,0.045454545454545456,228,233
294,ABJ607_858,344,40230,43660,40226,43667,397.168,36.898,626.734,499.7,36100,3533, L,A319, LAX, OVR, EWR,0,396.609,37.679,626.678,499.772,36089,3971,-1,41420,36000, n/a, ZNY,42830,41440,3533,36000,40230,41400,1170,0.17606837606837608,200,406
295,ABJ608_719,256,53840,56390,53833,56397,250.756,47.725,548.992,428.8,38000,2075, L,A320, ORD, DEP, RIC,0,250.363,48.32,548.505,429.116,38000,2332,-1,55190,37000, n/a, ZDC,55400,53840,2075,20000,53840,54290,450,0.43333333333333335,160,355
299,ABJ617_856,472,2290,7000,2288,7005,399.681,202.292,635.285,158.2,34000,4292, L,A320, FLL, OVR, EWR,0,399.1,202.592,635.039,159.087,34000,4813,-1,3430,34000, n/a, ZNY,6120,2720,4292,33900,2290,3410,1120,0.175,211,407
301,ABJ646_54W,258,63310,65880,63306,65882,245.334,19.483,517.835,382.3,36000,6433, L,A320, IAH, DEP, IAD,0,244.976,20.36,517.303,382.764,36000,6861,-1,64440,34000, n/a, ZDC,64780,63420,6433,34000,63310,64420,1110,0.14144144144144144,246,403
305,ABJ655_233,379,65530,69310,65521,69319,398.082,36.3,630.177,497.808,38000,3146, L,A320, DFW, OVR, EWR,0,397.681,37.21,629.949,498.069,38000,3623,-1,66330,32000, n/a, ZNY,68470,66920,3146,32000,65530,66320,790,0.2468354430379747,192,387
308,ABJ659_697,447,72600,77060,72593,77061,411.046,15.8,642.758,393.533,38100,3741, L,A320, IAH, OVR, LGA,0,410.771,16.737,642.557,393.855,38100,4276,-1,73780,36000, n/a, ZNY,75860,73780,3741,15000,72600,72820,220,0.25,211,266
312,ABJ670_40W,439,55310,59690,55302,59695,411.4,16.858,644.05,380.992,30000,2866, L,A320, IAH, OVR, LGA,0,411.155,17.813,643.825,381.516,30000,3224,-1,56620,30000, n/a, ZNY,58680,56850,2866,16900,55310,55640,330,0.15757575757575756,200,252
313,ABJ670_754,413,6380,10500,6371,10509,412.702,17.051,640.6,388.75,34000,4150, L,A320, IAH, OVR, LGA,0,412.318,17.791,640.428,389.085,34000,4373,-1,7480,34000, n/a, ZNY,9500,7730,4150,17000,6380,6710,330,0.6,179,377
315,ABJ676_853,436,62440,66790,62434,66791,399.556,202.733,626.356,156.525,36000,2800, L,A320, FLL, OVR, EWR,0,399.198,203.081,626.026,157.729,36000,3118,-1,63510,30000, n/a, ZNY,66080,62810,2800,5900,62440,62540,100,0.24,220,244
316,ABJ681_623,367,53280,56940,53272,56945,399.679,37.2,630.2,504,32000,2323, L,A320, LAS, OVR, EWR,0,399.387,38.087,630.031,504.015,32000,2633,-1,54340,30000, n/a, ZNY,56040,54520,2323,29900,53280,54320,1040,0.2125,198,419
321,ABJ806_911,428,76750,81020,76750,81020,397.6,33.9,627,353.9,38100,4300, L,A319, ATL, OVR, EWR,0,397.092,34.733,626.967,354.592,38064,4758,-1,77920,38000, n/a, ZNY,79980,78010,4300,20000,76750,77090,340,0.3941176470588235,181,315
324,ABJ810_72N,381,46490,50290,46489,50297,399.4,213.408,626.45,146.792,34000,2841, L,A320, MIA, OVR, EWR,0,399.304,214.16,625.977,148.992,34000,3235,-1,48340,34000, n/a, ZNY,49660,47040,2841,5900,46490,46580,90,0.34444444444444444,222,253
325,ABJ811_524,419,55180,59360,55178,59360,397.084,15.5,626.2,393.4,36000,4600, L,A319, IAH, OVR, EWR,0,396.542,16.6,626.092,393.792,36000,5151,-1,56560,36000, n/a, ZNY,58230,56390,4600,14900,55180,55410,230,0.3347826086956522,212,289
326,ABJ815_763,204,80640,82670,80634,82676,244.753,32.346,522.4,489.038,38000,4300, L,B772, IAH, DEP, IAD,0,244.342,33.276,522.33,489.318,38000,4728,-1,82070,38000, n/a, ZDC,81940,80810,4300,10000,80640,80790,150,0.3466666666666667,221,273
328,ABJ817_70C,374,68340,72070,68335,72070,347.053,19.1,580.318,382.2,36100,2450, L,A319, IAH, OVR, PHL,0,346.596,20.025,580.184,382.725,36058,2845,-1,69630,36000, n/a, ZNY,71040,69020,2450,10000,68340,68510,170,0.3,175,226
330,ABJ824_80T,412,50300,54410,50297,54418,398.151,36.077,630.069,355.654,38000,2953, L,A319, ATL, OVR, EWR,0,397.517,36.714,629.823,356.166,38000,3636,-1,51160,34000, n/a, ZNY,53480,51480,2953,16900,50300,50590,290,0.3931034482758621,194,308
333,ABJ834_243,379,37040,40820,37035,40823,399.758,11.125,627.304,429.875,34000,2266, L,A320, IAH, OVR, EWR,0,399.65,12.118,626.793,430.394,34000,2580,-1,37970,30000, n/a, ZNY,39690,38190,2266,29900,37040,37940,900,0.19666666666666666,220,397
334,ABJ8381_673,225,66430,68670,66430,68671,394.7,247.5,630.275,526.324,20000,200, L,B763, IAD, ARR, EWR,0,394.2,247.5,630.194,526.798,20000,200,-1,66980,20000, n/a, ZDC,0,66430,7600,11000,66430,66530,100,0.18,224,242
335,ABJ8386_578,444,61830,66260,61824,66268,404.792,108.664,647.4,368.873,29000,2733, L,B739, EWR, OVR, INT,0,404.651,109.18,647.375,369.284,29000,2791,64340,62390,29000, n/a, ZDC,65070,61880,5923,12000,61830,61950,120,0.6,265,337
337,ABJ849_066,403,42860,46880,42851,46888,397.25,37.816,629,357.154,34091,3250, L,A319, ATL, OVR, EWR,0,396.857,38.507,628.922,357.705,34031,3533,-1,43680,34000, n/a, ZNY,45870,44090,3250,10900,42860,43030,170,0.45294117647058824,185,262
340,ABJ852_963,438,64160,68530,64152,68534,398.265,34.707,632.977,354.246,36000,3000, L,A319, ATL, OVR, EWR,0,397.901,35.428,632.628,354.823,36000,3214,-1,65070,34000, n/a, ZNY,67380,65440,3000,14900,64160,64380,220,0.38636363636363635,161,246
341,ABJ855_154,263,64920,67660,64912,67663,249.9,78.038,520.2,263.346,36066,4300, L,A320, TPA, DEP, IAD,0,249.524,78.498,519.671,264.4,36027,4646,-1,66130,36000, n/a, ZDC,66450,65000,4300,36000,64920,66110,1190,0.14285714285714285,242,412
343,ABJ861_643,278,47090,49860,47087,49862,282.539,19.117,542.7,382.517,32000,1900, L,A320, IAH, DEP, BWI,0,282.05,20.092,542.656,383.047,32000,2235,-1,48170,32000, n/a, ZDC,48900,47500,1900,32000,47090,48150,1060,0.2358490566037736,187,437
344,ABJ862_342,430,61490,65780,61488,65783,399.669,19.577,627.808,383.238,36100,2430, L,A319, IAH, OVR, EWR,0,399.394,20.436,627.425,383.698,36066,2646,-1,62650,36000, n/a, ZNY,64780,62640,2430,35966,61490,62650,1160,0.1879310344827586,188,406
348,ABJ876_559,436,79750,84230,79750,84232,398.3,78.1,626.4,263.516,36075,4200, L,A320, TPA, OVR, EWR,0,397.708,78.563,626.3,264.502,36029,4533,-1,81010,36000, n/a, ZNY,83030,80900,4200,10900,79750,79900,150,0.35333333333333333,193,246
349,ABJ878_915,340,41910,45300,41902,45306,398.699,36.349,629.458,499.708,30000,3066, L,A320, LAS, OVR, EWR,0,398.235,37.656,629.282,499.789,30000,3358,-1,42950,30000, n/a, ZNY,44610,43130,3066,30000,41910,42950,1040,0.20576923076923076,233,447
354,ABJ889_972,209,810,2890,807,2899,244.775,40.869,529.567,521.9,34000,2300, Z,B752, SFO, DEP, IAD,0,244.335,41.645,529.306,522.304,34000,2651,-1,1950,34000, n/a, ZDC,2040,820,2300,29000,810,1620,810,0.2691358024691358,154,372
358,ABJ918_541,202,76480,78490,76476,78492,244.819,52.183,560.183,524.6,34058,1833, L,A320, DEN, DEP, IAD,0,244.217,53.033,559.644,524.737,34026,2182,-1,77770,34000, n/a, ZDC,77800,76490,1833,22900,76480,77050,570,0.30526315789473685,174,348
359,ABJ924_668,390,41570,45460,41570,45468,399.6,32.234,627.7,357.567,36100,2300, L,A319, MSY, OVR, EWR,0,399.55,32.967,627.117,358.156,36050,2717,-1,42490,30000, n/a, ZNY,44340,42880,2300,27900,41570,42310,740,0.2743243243243243,207,410
360,ABJ933_831,218,80400,82570,80398,82577,245.167,27.245,522.4,475.269,32000,4033, L,A320, MMMX, UNK, IAD,0,244.542,28.013,522.367,475.672,32000,4715,-1,81750,32000, n/a, ZDC,81690,80430,4033,10000,80400,80540,140,0.03571428571428571,234,239
361,ABJ963_659,226,46520,48770,46514,48779,267.3,57.15,564.65,516.3,38000,3250, L,A320, ORD, DEP, DCA,0,267.052,57.745,564.368,516.448,38000,3365,-1,47950,38000, n/a, ZDC,48080,46560,3250,17000,46520,46840,320,0.45,153,297
362,ABJ970_115,223,84170,86390,84170,86399,267.377,55.231,518,399.885,38000,3000, L,A319, IAH, DEP, DCA,0,267.267,55.915,517.583,400.25,38000,3250,-1,85770,38000, n/a, ZDC,85720,84450,3000,36000,84170,85210,1040,0.2423076923076923,155,407
363,ABJ995_295,405,44970,49010,44970,49016,411.1,17.9,643.3,384.323,38100,4100, L,A320, IAH, OVR, LGA,0,410.817,18.893,643.106,384.863,38094,4417,-1,46190,38000, n/a, ZNY,48070,46180,4100,14900,44970,45220,250,0.52,192,322
366,ABS868_895,202,55750,57890,55750,57891,441.708,241.4,660.931,531.9,31000,5200, L,B77W, OMDB, UNK, IAD,0,440.742,241.517,660.171,532.583,31000,5675,-1,56900,31000, n/a, ZDC,56890,55980,5200,9100,55750,55880,130,0.34615384615384615,251,296
367,ADB068_605,182,79670,81480,79663,81481,271.477,235.2,625.046,527.827,19000,1933, G,DH8B, SYR, DEP, IAD,0,271.235,235.394,624.447,528.063,19000,2147,-1,80490,19000, n/a, ZDC,80280,79680,1933,5000,79670,79800,130,0.4153846153846154,98,152
368,ADB079_906,357,81090,84650,81082,84656,243.83,169.8,519.434,291.585,17000,300, G,DH8B, FAY, INR, IAD,0,243.479,170,519.209,291.861,17000,306,-1,81820,17000, n/a, ZDC,83480,81510,5107,16000,81090,81620,530,0.06792452830188679,177,213
369,ADB1010_37N,177,48200,49960,48194,49961,253,198.95,534.4,471.026,7100,300, G,DH8C, IAD, INR, CHO,0,252.974,199.311,534.317,471.345,7053,300,48760,48470,7016, n/a, n/a,0,0,3650,7100,48200,48480,280,0.060714285714285714,219,236
373,ADB1012_610,362,61190,64800,61189,64800,398.069,244.033,635.008,526.6,16100,400, G,DH8C, IAD, ARR, EWR,0,397.783,244.356,634.841,527.025,16100,400,-1,61600,14000, n/a, ZDC,0,61190,4130,14000,61190,61570,380,0.018421052631578946,157,164
375,ADB1015_143,171,49120,50940,49115,50945,242.685,225.6,637.183,529.077,12084,4300, G,DH8B, UNV, DEP, IAD,0,242.377,225.634,636.529,529.231,12040,4305,50180,49510,12069, n/a, ZDC,49870,49270,4676,12069,49120,49510,390,0.11538461538461539,147,192
377,ADB1017_585,118,1100,2270,1093,2276,239.539,198.2,520.839,474.258,8000,600, G,DH8C, CHO, INR, IAD,0,239.223,198.317,520.541,474.42,8000,603,1610,1320,8000, n/a, n/a,0,0,4853,8000,1100,1310,210,0.08095238095238096,199,216
378,ADB1018_504,211,83950,86050,83946,86050,309.653,243.6,520.736,402.9,9100,100, G,DH8C, ORF, INR, IAD,0,309.361,243.632,520.24,403.233,9100,100,85360,84290,9100, n/a, n/a,0,0,3400,9100,83950,84270,320,0.146875,190,237
379,ADB1019_566,347,65090,68550,65086,68559,398.068,248.6,639.938,525.925,14000,400, G,DH8C, IAD, ARR, EWR,0,397.785,248.6,639.766,526.264,14000,405,67490,65590,14000, n/a, ZDC,0,65090,2933,14000,65090,65580,490,0.04285714285714286,135,156
380,ADB1037_729,303,57520,60540,57517,60542,377.092,254.33,594.008,438.616,13100,1946, G,DH8B, EWR, DEP, RIC,0,376.549,254.757,593.532,438.792,13100,2119,58980,57980,11000, n/a, ZDC,58770,57530,1946,11000,57520,57960,440,0.16590909090909092,157,230
383,ADB1065_014,113,11410,12530,11402,12531,240.467,198.815,526.867,476.7,8100,600, G,DH8C, CHO, INR, IAD,0,240.163,198.971,526.516,476.918,8094,601,11960,11670,8100, n/a, n/a,0,0,3966,8100,11410,11670,260,0.2423076923076923,178,241
384,ADB1066_37P,346,79370,82820,79364,82825,396.803,247.5,632.6,527.657,14000,200, G,DH8B, IAD, ARR, EWR,0,396.541,247.508,632.405,527.955,14000,241,81720,79910,14000, n/a, ZDC,0,79370,2650,14000,79370,79880,510,0.00784313725490196,168,172
386,ADB1069_570,163,12650,14400,12642,14409,245.72,225.675,618.975,527.28,12100,1961, G,DH8B, UNV, DEP, IAD,0,245.482,225.673,618.553,527.515,12100,2080,14100,13140,12100, n/a, ZDC,13190,12930,1961,12100,12650,13130,480,0.17708333333333334,82,167
388,ADB1082_367,278,63830,66600,63828,66604,398.923,284.264,627.8,535.817,14000,400, G,DH8B, BWI, ARR, EWR,0,398.545,284.573,627.773,535.954,14000,402,-1,64310,14000, n/a, ZDC,0,63830,2946,14000,63830,64290,460,0.041304347826086954,143,162
389,ADB1083_204,170,69070,70760,69070,70763,384.8,287.4,602.927,535.162,11000,4200, G,DH8B, EWR, DEP, BWI,0,384.701,287.875,602.38,535.503,11000,4558,70130,69400,11000, n/a, n/a,0,0,4200,11000,69070,69390,320,0.14375,169,215
390,ADB1087_318,158,8050,9620,8050,9629,375.746,286.8,592.04,541.215,11100,6700, G,DH8B, EWR, DEP, BWI,0,375.41,287.35,591.865,541.512,11100,7000,9100,8210,11100, n/a, n/a,0,0,6700,11100,8050,8190,140,0.22142857142857142,177,208
391,ADB1089_261,305,73640,76680,73639,76688,378.531,257.558,595.393,438.508,11100,3016, G,DH8B, EWR, DEP, RIC,0,378.039,258.038,594.957,438.734,11100,3212,76270,74050,11000, n/a, ZDC,74800,73990,3016,11000,73640,74030,390,0.005128205128205128,200,202
393,ADB1092_216,170,68030,69840,68024,69841,241.8,225.7,633.125,531.05,12000,4500, G,DH8C, UNV, DEP, IAD,0,241.607,225.7,632.368,531.328,12000,4500,69100,68390,12000, n/a, ZDC,68800,68380,4800,12000,68030,68380,350,0.011428571428571429,158,162
